product,product_id,product_status,variant,variant_id,sku,price,tracked,inventory_quantity,inventory_policy,continue_selling_when_out_of_stock,location,fulfillment_service,online_store_published,purchasable_now,sold_out_at_zero,classification,note
バルーンドッグ オブジェ,10218009329904,ACTIVE,オレンジレッド / 幅21×奥行7.5×高さ18cm,gid://shopify/ProductVariant/50296097505520,e9dbf34cf81c5b6f1117b0d5c9ffbc08,3980,false,909,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
パイピング クッション,10218008969456,ACTIVE,ブラウン パイピング / 45×45cm（中材付き）,gid://shopify/ProductVariant/50296089837808,d8818d6dcb4b9335416a2f665e91fbfc,6480,false,200,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
パイピング クッション,10218008969456,ACTIVE,ブラウン フレンチフラワー / 45×45cm（中材付き）,gid://shopify/ProductVariant/50296089903344,f64d694128a7e0f3bef294c4ab0fbb96,6480,false,200,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
パイピング クッション,10218008969456,ACTIVE,ミルキーホワイト ダイヤキルト / 45×45cm（中材付き）,gid://shopify/ProductVariant/50296090362096,e999445af7f129580d529f89f2a7749c,6480,false,200,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
パイピング クッション,10218008969456,ACTIVE,オフホワイト フレンチフラワー / 45×45cm（中材付き）,gid://shopify/ProductVariant/50296090558704,6ee575faf01b93bc4aebd9b2d771e447,6480,false,200,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
パイピング クッション,10218008969456,ACTIVE,ブラウン ヘリンボーンチェック / 45×45cm（中材付き）,gid://shopify/ProductVariant/50296090820848,922262d1335c88bcf8489839816a654a,5980,false,200,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
パイピング クッション,10218008969456,ACTIVE,ミルクイエロー ブリック / 45×45cm（中材付き）,gid://shopify/ProductVariant/50296090886384,e80d1522c7098febd365e6050bd60f49,6980,false,200,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
パイピング クッション,10218008969456,ACTIVE,ライトカーキ カットフラワー / 45×45cm（中材付き）,gid://shopify/ProductVariant/50296090951920,b8092ba94a66a4acc00329edcad71b5d,5980,false,200,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
パイピング クッション,10218008969456,ACTIVE,カーキ ワイドストライプ / 45×45cm（中材付き）,gid://shopify/ProductVariant/50296091082992,2f84c3b5a775a450a8e9a227ab340528,6480,false,200,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
ビス ダイニングチェア,10218009231600,ACTIVE,ブラック × ベージュパッチワーク,gid://shopify/ProductVariant/50296096096496,40f54f66091edf591eec4114ea9d4a1e,23480,false,200,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
ビス ダイニングチェア,10218009231600,ACTIVE,ブラック × ブラックパッチワーク,gid://shopify/ProductVariant/50296096129264,127a25ce45be89cdebdc6f5737d9188c,23480,false,200,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
ビス ダイニングチェア,10218009231600,ACTIVE,ブラック × ベージュファブリック,gid://shopify/ProductVariant/50296096162032,470f2865fb2906169e1128531e04f974,25980,false,200,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
ビス ダイニングチェア,10218009231600,ACTIVE,ブラック × オフホワイトファブリック,gid://shopify/ProductVariant/50296096194800,dc1f674d953fc4034a0b3081388bb714,25980,false,200,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
ビス ダイニングチェア,10218009231600,ACTIVE,ダークウォールナット × ライスイエローファブリック,gid://shopify/ProductVariant/50296096227568,40fea582b71215b2350490e7403e206e,25980,false,200,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
ビス ダイニングチェア,10218009231600,ACTIVE,ダークウォールナット × オフホワイトファブリック,gid://shopify/ProductVariant/50296096260336,23eb64717035be7c51dfd00be533c77b,25980,false,200,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
ビス ダイニングチェア,10218009231600,ACTIVE,ダークウォールナット × ベージュパッチワーク,gid://shopify/ProductVariant/50296096293104,18dce98460fc8f94843bd61f9d234c7e,23480,false,200,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
ビス ダイニングチェア,10218009231600,ACTIVE,ダークウォールナット × ブラックパッチワーク,gid://shopify/ProductVariant/50296096325872,7eaf3594cd8b46c6b74a5b77fe49a7e1,23480,false,200,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
ビス ダイニングチェア,10218009231600,ACTIVE,ダークウォールナット × オレンジファブリック,gid://shopify/ProductVariant/50296096358640,f6e97e5b36057ef7be7f224f16127f41,23480,false,200,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
ピボ テーブルランプ,10218008510704,ACTIVE,レッド,gid://shopify/ProductVariant/50296082661616,4a9615e29629c2a3273780d0bf0c0f99,28480,false,97,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
ピボ テーブルランプ,10218008510704,ACTIVE,ダークグリーン,gid://shopify/ProductVariant/50296082694384,f2cace257776a331d6841064f744d08c,28480,false,94,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
ピボ テーブルランプ,10218008510704,ACTIVE,オレンジ,gid://shopify/ProductVariant/50296082727152,f3cd002bec518d3fb6b0c5336b7b413e,28480,false,100,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-クリームホワイト / 100×150cm,gid://shopify/ProductVariant/50296059003120,e983f9cfb6828b4645a902b69c2f810c,3480,false,9202,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-クリームホワイト / 150×200cm,gid://shopify/ProductVariant/50296059068656,d2a5645fbbf6249fd82ecf74b898eaf7,4480,false,7845,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-クリームホワイト / 180×200cm,gid://shopify/ProductVariant/50296059101424,5cd7e3bacba406bac4c6729e7a892299,4480,false,9528,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-カーキ / 100×150cm,gid://shopify/ProductVariant/50296059232496,cad6c2b689bc2f50cd5d932eac52bfba,3480,false,9892,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-カーキ / 150×200cm,gid://shopify/ProductVariant/50296059298032,eb92aa5bd7f4b97e87894944040ab635,4480,false,9763,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-カーキ / 180×200cm,gid://shopify/ProductVariant/50296059330800,1e2a74b8fa053fd06b254c1a13e21917,4480,false,9741,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-ダークグレー / 100×150cm,gid://shopify/ProductVariant/50296059461872,ef7f0159b57647335b52ff2199324d81,3480,false,9646,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-ダークグレー / 150×200cm,gid://shopify/ProductVariant/50296059527408,b3503bd0f476df342afa45ed560f1e7a,4480,false,9811,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-ダークグレー / 180×200cm,gid://shopify/ProductVariant/50296059560176,b8731d7437c74b9840c016fd69d394fa,4480,false,9908,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-ライトグレー / 100×150cm,gid://shopify/ProductVariant/50296059691248,5621be7de738bdc3b454e2d3c513905e,3480,false,9656,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-ライトグレー / 150×200cm,gid://shopify/ProductVariant/50296059756784,c3accbf3305de93ffc77f197970824c3,4480,false,9787,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-ライトグレー / 180×200cm,gid://shopify/ProductVariant/50296059789552,935a0d5816288ee5398f22931588273f,4480,false,9857,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-ピンク / 100×150cm,gid://shopify/ProductVariant/50296059920624,961447f0ebdc4ed8073bdbf1b1194649,3480,false,9656,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-ピンク / 150×200cm,gid://shopify/ProductVariant/50296059986160,d38100db6b4de6e84cec2a2aa1e0b383,4480,false,9890,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-ピンク / 180×200cm,gid://shopify/ProductVariant/50296060018928,9562e500e71761d4cfdd48903e856bd3,4480,false,9916,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-フルーツグリーン / 100×150cm,gid://shopify/ProductVariant/50296060150000,0c2858c8271bcdc306931d3358271c66,3480,false,9878,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-フルーツグリーン / 150×200cm,gid://shopify/ProductVariant/50296060215536,cfc43aa289e345b705e21f193a290122,4480,false,9929,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-フルーツグリーン / 180×200cm,gid://shopify/ProductVariant/50296060248304,0d0bcb81ce73f807b8804b5076cdad00,4480,false,9985,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-キャラメル / 100×150cm,gid://shopify/ProductVariant/50296060379376,d89bdd2b32c57d34de88ae20ffcbdbbe,3480,false,9978,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-キャラメル / 150×200cm,gid://shopify/ProductVariant/50296060444912,f2bf4facb88d57e026c8ef3ed0839a98,4480,false,9955,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-キャラメル / 180×200cm,gid://shopify/ProductVariant/50296060477680,4801cf62801f3d875f5678e0ece36469,4480,false,9983,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-ブルー / 100×150cm,gid://shopify/ProductVariant/50296060608752,ff81abc9501768f632305d4ee8f39742,3480,false,9837,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-ブルー / 150×200cm,gid://shopify/ProductVariant/50296060739824,a82c10cb9965aa01be6188d2ace920e0,4480,false,9901,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-ブルー / 180×200cm,gid://shopify/ProductVariant/50296060772592,e1935a7a09805cba71df52da24f7116d,4480,false,9968,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-ターメリックイエロー / 100×150cm,gid://shopify/ProductVariant/50296060903664,327bd51c72444e3414a91a64a9da2896,3480,false,9344,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-ターメリックイエロー / 150×200cm,gid://shopify/ProductVariant/50296060969200,0f5576d828eee16041c802ec84715b87,4480,false,9963,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-ターメリックイエロー / 180×200cm,gid://shopify/ProductVariant/50296061001968,9542c4e6f244ad5ae289368a369449a5,4480,false,9970,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-ライトパープル / 100×150cm,gid://shopify/ProductVariant/50296061133040,3aa1f9d26861f0c3645ee3a3e51bc028,3480,false,9935,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-ライトパープル / 150×200cm,gid://shopify/ProductVariant/50296061198576,1eccae5d97de019e00f4221da28f1c3f,4480,false,9958,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フェイクファー ブランケット,10218005397744,ACTIVE,フェイクファーストライプ-ライトパープル / 180×200cm,gid://shopify/ProductVariant/50296061231344,e80459fded21fd254cedb7f52adbe8ea,4480,false,9984,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フラワー キャットタワー,10218060808432,ACTIVE,花柄（花パーツ取り外し可）,gid://shopify/ProductVariant/50296441307376,fb7d098a2ec2110da668c161e1344f1f,31480,false,18,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フラワー キャットタワー,10218060808432,ACTIVE,ホワイト（花パーツ取り外し可）,gid://shopify/ProductVariant/50296441340144,fe5d75c6f93254e45c1becb57402bc81,31480,false,1,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フラワー フロアクッション,10218057531632,ACTIVE,ピンク / 直径50cm,gid://shopify/ProductVariant/50296389009648,2bd54ec1a89a8bdc734f1b05693653c4,8480,false,200,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フラワー フロアクッション,10218057531632,ACTIVE,ピンク / 直径40cm,gid://shopify/ProductVariant/50296389042416,63de84b56a8a6923bcb25dbaf4c318e3,7480,false,0,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フラワー フロアクッション,10218057531632,ACTIVE,イエロー / 直径50cm,gid://shopify/ProductVariant/50296389075184,b37b05b63a8197c0526904d5fce41ee0,8480,false,200,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フラワー フロアクッション,10218057531632,ACTIVE,イエロー / 直径40cm,gid://shopify/ProductVariant/50296389107952,5c7f336a7adf8976ae5c478b5608b81a,7480,false,200,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フラワー フロアクッション,10218057531632,ACTIVE,グレー / 直径50cm,gid://shopify/ProductVariant/50296389140720,ad2d5830a7985734a04c8a7d6fccaefe,8480,false,200,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フラワー フロアクッション,10218057531632,ACTIVE,グレー / 直径40cm,gid://shopify/ProductVariant/50296389173488,20035f21512475bd686fb24c7e99119b,7480,false,0,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フラワー フロアクッション,10218057531632,ACTIVE,グリーン / 直径50cm,gid://shopify/ProductVariant/50296389206256,19c4dca0b8d42491f406f3d1dcc2fe0a,8480,false,200,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フラワー フロアクッション,10218057531632,ACTIVE,グリーン / 直径40cm,gid://shopify/ProductVariant/50296389239024,730b1b4096305a288f8a15defb663f8c,7480,false,200,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フラワーバッド テーブルランプ,10218006446320,ACTIVE,充電式・タッチ式・3色調光 / レッド,gid://shopify/ProductVariant/50296063590640,d967da910e3b6ea7b627b1d9c288966c,6980,false,18401,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フラワーバッド テーブルランプ,10218006446320,ACTIVE,充電式・タッチ式・3色調光 / ホワイト,gid://shopify/ProductVariant/50296063623408,c1ded289d3375253bdea2c25abf7cea3,6980,false,16436,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フラワーバッド テーブルランプ,10218006446320,ACTIVE,充電式・タッチ式・3色調光 / ピンク,gid://shopify/ProductVariant/50296063656176,5c8ed019d1eb4dfa2f86c57e0ff40cfc,6980,false,15656,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フラワーバッド テーブルランプ,10218006446320,ACTIVE,充電式・タッチ式・3色調光 / イエロー,gid://shopify/ProductVariant/50296063688944,5355a954c7015707872313a25e6206e3,6980,false,21872,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フランネル ブランケット,10218005364976,ACTIVE,スペースグレイ / 100×150cm（約390g）,gid://shopify/ProductVariant/50296057200880,c4acced1debba629b67fea653ed982ab,3480,false,912,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フランネル ブランケット,10218005364976,ACTIVE,スペースグレイ / 150×200cm（約820g）,gid://shopify/ProductVariant/50296057233648,452655176431a63bad1928eadefe92dd,4480,false,975,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フランネル ブランケット,10218005364976,ACTIVE,スペースグレイ / 180×200cm（約950g）,gid://shopify/ProductVariant/50296057266416,4c641b92d632cc1367fe770d3c9b98a9,4480,false,965,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フランネル ブランケット,10218005364976,ACTIVE,ピンキー / 100×150cm（約390g）,gid://shopify/ProductVariant/50296057364720,1196318b1d4cdae7e370dc0d5e2f93df,3480,false,776,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フランネル ブランケット,10218005364976,ACTIVE,ピンキー / 150×200cm（約820g）,gid://shopify/ProductVariant/50296057397488,c646487cc16b82f676032ade9d67ff55,4480,false,992,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フランネル ブランケット,10218005364976,ACTIVE,ピンキー / 180×200cm（約950g）,gid://shopify/ProductVariant/50296057430256,f1feee9899f613978975ee1adfaefe36,4480,false,996,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フランネル ブランケット,10218005364976,ACTIVE,フルーツグリーン / 100×150cm（約390g）,gid://shopify/ProductVariant/50296057528560,2e8684b072b42006fb02724ee58d3213,3480,false,955,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フランネル ブランケット,10218005364976,ACTIVE,フルーツグリーン / 150×200cm（約820g）,gid://shopify/ProductVariant/50296057561328,3251606a990845aef651d2ad9fadf748,4480,false,934,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フランネル ブランケット,10218005364976,ACTIVE,フルーツグリーン / 180×200cm（約950g）,gid://shopify/ProductVariant/50296057594096,66d8ea11eba5ee0ce2b7b7b7b0e31660,4480,false,996,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フランネル ブランケット,10218005364976,ACTIVE,カーキ / 100×150cm（約390g）,gid://shopify/ProductVariant/50296057692400,f9ec1cd11bafd890b7f55f59a789ff06,3480,false,787,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フランネル ブランケット,10218005364976,ACTIVE,カーキ / 150×200cm（約820g）,gid://shopify/ProductVariant/50296057725168,c913286878c0dfb3693ccb409a458ddf,4480,false,972,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フランネル ブランケット,10218005364976,ACTIVE,カーキ / 180×200cm（約950g）,gid://shopify/ProductVariant/50296057757936,dfb471855e0606419c6bef5bc00359fb,4480,false,982,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フランネル ブランケット,10218005364976,ACTIVE,ブルーグレー / 100×150cm（約390g）,gid://shopify/ProductVariant/50296057856240,1197ee2cdeea09dccfbb51439b8b4f15,3480,false,953,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フランネル ブランケット,10218005364976,ACTIVE,ブルーグレー / 150×200cm（約820g）,gid://shopify/ProductVariant/50296057889008,1d3ecc01bf4ae9cd69951920a662f826,4480,false,992,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フランネル ブランケット,10218005364976,ACTIVE,ブルーグレー / 180×200cm（約950g）,gid://shopify/ProductVariant/50296057921776,4a3bc10f14e4c1ce6cd037cf909d4291,4480,false,993,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フランネル ブランケット,10218005364976,ACTIVE,オフホワイト / 100×150cm（約390g）,gid://shopify/ProductVariant/50296058020080,55440b7f0d45a7a0fc14e08952a8d76d,3480,false,800,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フランネル ブランケット,10218005364976,ACTIVE,オフホワイト / 150×200cm（約820g）,gid://shopify/ProductVariant/50296058052848,e47a06781d253236d1113288a722b998,4480,false,905,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フランネル ブランケット,10218005364976,ACTIVE,オフホワイト / 180×200cm（約950g）,gid://shopify/ProductVariant/50296058085616,b6363a92b7a64b03eed32322b6515cb2,4480,false,871,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フランネル ブランケット,10218005364976,ACTIVE,カラメル / 100×150cm（約390g）,gid://shopify/ProductVariant/50296058183920,e90ba25225f6287e4549dd2772c7dfbe,3480,false,986,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フランネル ブランケット,10218005364976,ACTIVE,カラメル / 150×200cm（約820g）,gid://shopify/ProductVariant/50296058216688,db3b3aeed211745fd805473087efb4c0,4480,false,992,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
フランネル ブランケット,10218005364976,ACTIVE,カラメル / 180×200cm（約950g）,gid://shopify/ProductVariant/50296058249456,5007adb61e1ed4a493a48f67b171aa22,4480,false,992,DENY,no(DENY),Shop location,manual(Shopify既定),true,true,false(追跡なしのため在庫0でも売れる),A,在庫を追跡していないため常に購入可能
